session_id,uri,title,description,language,speakers,start_time,end_time,room,type,tags
SMNA3S,https://coscup.org/2025/sessions/SMNA3S,和政府嘗試一起協作之後呢？經驗、追蹤發展與小嘗試,OCF 與臺灣的 L10N.TW 協作社群及眾多專業譯者，過去三年多來，與智新資通共同執行數位發展部的軟體中文化專案。在這段期間，我們協助本地化了多款重要開源專案，包括 GOV.UK Notify、GOV.UK Forms、Matrix Client（Element 系列）、IRMA、Yivi、Standard for Public Code、Bitwarden、Nextcloud、FreeOTP、GIMP 與 Mattermost 等。其中部分成果已成功回饋至上游原始碼庫，亦實際解決了國際社群中長期存在的使用與翻譯問題。 目前，這項由政府資助的軟體中文化專案階段性任務的逗點，正面臨轉型之際。OCF 期望拋磚引玉，從協調執行者的角度出發，分享與政府協作時的技巧與應對經驗，並整理這幾年來在與國際社群溝通時所累積的實務學習。 此外，過去累積的翻譯經驗與用語字彙表，也讓我們開始思考：這些成果是否有機會進一步轉化為更大的社群資源？OCF 近期嘗試以翻譯《Standard for Public Code》等文件類型的經驗，搭配 AI 工具，完成了 OSPO 聯盟《良善治理手冊》的繁體中文譯本，並將其與其他成果彙整，透過一支 GPTs 工具 ——「台灣 l10n 囡仔」進行實驗，讓內部同仁能閱讀最新的開放科技知識。 我們希望透過這兩項翻譯小實驗，拋出一個思考方向：這些努力，是否能為臺灣社群帶來更多共享價值？期待與更多夥伴一起討論可能性。,Mandarin,ZFW33N,2025-08-09T11:40:00+08:00,2025-08-09T12:10:00+08:00,76,421,"language_zhtw, difficulty_elementary"
SSFFXK,https://coscup.org/2025/sessions/SSFFXK,Greenplum 重新擁抱開源,"開源資料庫 Greenplum 於2024年5月定格為閉源狀態，在没有任何事先公告的情况下，Greenplum 突然 ""404"" 無法訪問，而Github (https://github.com/greenplum-db/gpdb) 也被修改為""只讀""狀態，而原有的 Branch、 tag、pull請求(PR)以及issue等訊息都被清空。隨著開源資料庫Greenplum 的歸檔及其社群徹底關閉，開源使用者已無法免費取得任何安全修正及功能更新，突 然給廣大的Greenplum資料倉儲使用者帶來很大的挑戰。",Mandarin,9YRGYU,2025-08-09T10:50:00+08:00,2025-08-09T11:30:00+08:00,72,424,"language_zhtw, difficulty_intermediate"
SUFZC3,https://coscup.org/2025/sessions/SUFZC3,Apache Ozone 新一代分散式檔案系統介紹與貢獻歷程分享,介紹 Apache Ozone 以及分享我在四個月內成為 Apache Ozone Committer 的心路歷程,Mandarin,MSKWW8,2025-08-10T15:30:00+08:00,2025-08-10T16:00:00+08:00,83,449,"language_zhtw, difficulty_elementary"
SWRMRR,https://coscup.org/2025/sessions/SWRMRR,EigenLayer Slashing : 剖析其機制原理與對 Web3 的重大影響,今年 4/17，Eigenlayer 在 mainnet 上線新的 Slashing （懲罰機制），使其成為少數在主網上全面啟用slashing 的區塊鏈生態，透過這次的 Slashing 升級，EigenLayer 將賦予 AVS（主動驗證服務）在能夠確鑿證明其服務承諾遭到破壞時，有權對再質押的資產進行懲罰。 本次 Talk 將涵蓋 1. Eigenlayer 是什麼，什麼是 Restaking、AVS、Operator 2. ELIP-002(EigenLayer Improvement Proposal #002) 所添加的 Slashing 機制介紹，包含 Unique Stake 跟 Operator Sets 等，對於 Web3 的影響為何 3. 介紹 Eigenlayer 相關項目，與其相關應用,Mandarin,NAQNEX,2025-08-10T14:50:00+08:00,2025-08-10T15:20:00+08:00,82,426,"language_zhtw, difficulty_intermediate"
VQ7RTF,https://coscup.org/2025/sessions/VQ7RTF,(ENG) How to find a job abroad and how my open sources experience apply,"Thinking about working abroad but not sure where to begin? This session offers a practical, honest guide for Taiwanese tech professionals exploring global careers. From understanding visa pathways (like Canada’s open work permit or EU’s Blue Card) to adapting resumes for international standards and preparing for culturally diverse interviews, we’ll break down what it really takes to land a job overseas. I’ll also share success stories from those who’ve relocated to Europe and North America, along with common pitfalls and tips for building remote-friendly profiles. Whether you’re targeting relocation or remote roles, this session will help you make informed, confident moves in the global job market. 想出國工作或探索遠距機會，但不知道從哪裡開始？這場分享整理了我過去五年協助科技人才成功落地歐美職場的經驗，拆解從履歷準備、LinkedIn 優化，到面試關卡與文化適應的每一步。你將學到各國簽證與求職門檻差異、國際履歷標準範例，並認識幾個常被忽略的成功要素。這是一場實用、真實，專為工程師設計的海外求職實戰講座。",English,XZTHDG,2025-08-10T09:30:00+08:00,2025-08-10T10:30:00+08:00,87,434,"language_en, difficulty_elementary"
WQYFTS,https://coscup.org/2025/sessions/WQYFTS,ERC-3643 Token Standard for RWA,"ERC-3643 是以太坊區塊鏈上一個專門針對受限制資產（Restricted Asset）的代幣標準。這個標準是基於 ERC-20 代幣標準進一步擴展，設計用於符合法規和合規要求的特定資產，如證券、債券、證券化資產等，允許在區塊鏈上進行安全且受監管的資產交易。 大綱 1. Successful RWA: BlackRock BUIDL (5 min) 2. BUIDL smart contract modules (5 min) 3. Compare to BUIDL, a more flexible permission control in ERC-3643 (5 min) 4. ERC-3643 smart contract modules (10 min) 5. QA (5 min)",Mandarin,ARTSAT,2025-08-09T15:30:00+08:00,2025-08-09T16:00:00+08:00,82,426,"language_zhtw, difficulty_intermediate"
WS8HGA,https://coscup.org/2025/sessions/WS8HGA,.eth 2.0: Dissecting the Design of ENS v2 and Migration Steps,"ENS v2 re-imagines the .eth registry from the ground up. Instead of stuffing every name into a single L1 contract as v1 did, it assigns each .eth its own registry on Namechain, a custom ZK rollup purpose-built for ENS. This new layout preserves the mainnet security guarantees ENS users trust while cutting registration and renewal costs by orders of magnitude and delivering near-instant finality. We’ll compare the v1 and v2 data flows, show how the Universal Resolver and Onchain Chain Identifiers evolve to support richer record types, and outline the migration’s high-level path so wallets, dapps, and infrastructure providers know what will change and when. Walk away ready to integrate ENS v2 the moment it lands.",English,8WM9UR,2025-08-10T13:30:00+08:00,2025-08-10T14:00:00+08:00,82,426,"language_en, difficulty_intermediate"
WUV8DF,https://coscup.org/2025/sessions/WUV8DF,用 any 斬殺所有錯誤的勇者，轉生靠 let 和 const 覺醒型別之力，展開 TypeScript 之旅,分享將從 JavaScript 角度切入 TypeScript 的核心，跳過複雜的進階語法（如 Utility Types），直接透過由淺入深的範例，剖析新手最常遇到的錯誤（如 implicitly has an 'any' type），一步步建立扎實的型別思維以及認識型別安全機制。 型別來源 (註記 vs. 推論)： - 從 default parameters 的 any 錯誤，認識 Explicit Types (型別註記) 與 Implicit Types (型別推論) 機制。 型別廣度 (let vs. const)： - 比較 let 與 const，理解 Type Widening (通用型別) 與 Literal Type (精確定義)。,Mandarin,KPUD9G,2025-08-10T12:00:00+08:00,2025-08-10T12:30:00+08:00,78,439,"language_zhtw, difficulty_elementary"
XDRQVB,https://coscup.org/2025/sessions/XDRQVB,Agentic AI in Practice: From MCP to Open Source Strands Agents (智能體開發實踐：從 MCP 到開源 Strands Agents),"This presentation explores agent development technologies in three segments. First, it introduces AI agent core concepts and architectures, including Model Context Protocol (MCP) and real-world examples like Nova Acts. Second, it showcases AWS practical applications through a conversational weather agent using Nova Acts, analyzing agent-based shopping and hotel reservation systems. Finally, it demonstrates how developers can use the open source Strands Agents SDK for enterprise applications. The presentation aims to inspire innovative approaches while exploring open source agent technology frontiers. 本演講探索智能體開發技術，分為三個部分進行。首先，介紹智能體核心概念與架構，包括模型上下文協議（MCP）及 Amazon Nova Act 等實際案例。其次，通過使用 Amazon Nova Act 建立的對話式天氣智能體，展示 AWS 的實際應用，並分析基於智能體的網上購物和酒店預訂系統的智能體開發實踐。最後，演示如何使用開源 Strands Agents SDK 進行企業應用開發。本演講旨在啟發創新方法，同時探索智能體開發的前沿領域。",Mandarin,ZKS9KE,2025-08-09T10:00:00+08:00,2025-08-09T10:30:00+08:00,77,460,"language_zhtw, difficulty_advanced"
XFXHAS,https://coscup.org/2025/sessions/XFXHAS,共筆維護試算表比共筆維護地圖門檻更低!,想像一個團隊， 每位成員分頭去收集一些 (不涉及隱私或機密、 可以公開的) 地址， 要放到一張共同的地圖上面。 除了地址之外， 還有一些需要經常更動的欄位， 例如各地點的開放時間、 注意事項、 臨時公告等等。 什麼樣的工作流程會比較有效率呢? 我會開一張共筆的試算表， 例如 ethercalc 或是 google sheet， 裡面含有名稱、地址、經緯度、備註以及其他文字資訊等等欄位， 並且分享給所有成員， 然後把這張試算表餵給 umap 吃。 於是每當任何成員修改 [地址經緯度以外的] 其他任何欄位， 地圖瀏覽者只要重新整理網頁， 就會看到最新最及時的資訊。 至於經緯度， 可以個別或批次手動更新。 編輯 google 試算表的門檻比編輯地圖低很多， 這樣的安排便於讓任何人都可以參與。,Mandarin,8R8RAD,2025-08-10T14:30:00+08:00,2025-08-10T15:00:00+08:00,92,409,"language_zhtw, difficulty_elementary"
XWUVQG,https://coscup.org/2025/sessions/XWUVQG,重入陷阱：破解智能合約不變性迷思,重入陷阱：破解智能合約不變性迷思 作為區塊鏈應用的基石，智能合約承載著去中心化系統的安全與邏輯信任。然而，一種看似早已解決的問題——重入攻擊（Reentrancy Attack），卻至今仍不斷重演。 這類攻擊並非罕見漏洞，而是源自於合約內部狀態更新與外部呼叫順序錯置所引發的結構性風險。一旦被利用，可能導致資產重複提領、邏輯錯亂，甚至引發整體系統崩潰。 區塊鏈上的資安攻擊猶如隱形殺手，潛伏於看似合理的操作中。一旦觸發，後果往往是不可逆的。若沿用傳統的防禦方式，多半僅是頭痛醫頭、腳痛醫腳，無法根除漏洞的本質。 本次演講將從攻擊實例與架構失誤出發，深入剖析一個關鍵事實： 「重入攻擊的根源不在於單一邏輯錯誤，而在於狀態與流程的不一致。」 將聚焦於如何從智能合約的設計層建立狀態一致性，透過不變性（Invariant）的觀念與測試方式，打造能抵禦複雜攻擊場景的合約架構。 您將深入了解： 1.重入攻擊為何致命？ 它的原理是什麼？對智能合約生態系統帶來哪些系統性影響？ 2.為什麼不變性至關重要？ 狀態一致性如何保障交易流程的可預測性與邏輯安全？ 3.如何構建具不變性的智能合約？ 我們將介紹多種實戰設計模式與防禦策略，包括 CEI、FREI-PI 與測試方法論。,Mandarin,NZW7WA,2025-08-10T14:10:00+08:00,2025-08-10T14:40:00+08:00,82,426,"language_zhtw, difficulty_intermediate"
Y3CT8Z,https://coscup.org/2025/sessions/Y3CT8Z,使用 Python 與 TTNN 專用晶片的編寫 AI 推理程式,TTNN 是由 Tenstorrent 開發並積極維護的開源算子函式庫 (Open Source Operator Library)，這代表我們每天都公開接受來自社群的 patch 修正與 bug 回報。 在這場工作坊中，我們將一步步帶您在 Tenstorrent 的處理器上運行一個簡單的模型，讓您親身體驗，駕馭最頂尖的硬體架構、在特製化硬體上執行運算，竟是如此輕而易舉。,Mandarin,JPWYGS,2025-08-10T13:30:00+08:00,2025-08-10T15:30:00+08:00,86,460,"language_zhtw, difficulty_intermediate"
ZUYPVM,https://coscup.org/2025/sessions/ZUYPVM,深入解析 Linux Kernel 的 Min Heap 實作細節與效能考量,本議程介紹 Linux Kernel 中通用 min heap 函式庫的實作細節與維護經驗，內容涵蓋多項與效能與可擴充性相關的工程決策。我們使用 bottom-up variant 的 heapify 方法，能在一般情況下有效減少約 50% 的比較次數，但在 bcache 等場景中，當 heap 中存在大量重複元素時，該演算法會退化至 O(log n) 時間複雜度。因此我們提供兩種不同的 heapify API，讓使用者可依據資料特性進行選擇。 此外，我們使用 prescale counter 技術減少乘法指令的使用，並處理 retpoline 引入後間接函式呼叫效能下降的問題。原本透過 always_inline 避免間接呼叫開銷，但為控制 kernel 映像大小，後續改為非 inline 實作。 最後，為支援多種型別，我們以 C 巨集實作泛型機制，提供類似 C++ template 的使用體驗，並加上編譯期型別檢查以增強穩定性。整體實作考量效能、可維護性與靈活性，適合對資料結構實作與核心效能調整有興趣的聽眾。,Mandarin,JBMTJ8,2025-08-09T14:15:00+08:00,2025-08-09T14:45:00+08:00,79,413,"language_zhtw, difficulty_elementary"
ZYFR8B,https://coscup.org/2025/sessions/ZYFR8B,每天上鏈看錢包太累？讓我用 n8n 自動撈資料、再用 Gemini 告訴你今天該不該 FOMO,Solana 鏈上每天產生海量資料，若能結合自動化流程與 AI 模型進行即時分析，將大幅提升觀察與反應效率。本議程將示範如何使用開源工作流程工具 n8n，自動擷取 Solana 區塊鏈上的交易記錄（透過 RPC 或社群節點），並整合 Gemini（Google）或 Ollama（本地 LLM）模型進行自然語言摘要與異常識別。我將展示如何設定自動排程抓取錢包交易、解析金額與對象，進一步由 AI 判讀是否有大額或陌生互動，並透過 Email / Slack 發出報告或警示。所有步驟皆使用開源工具，適合希望打造可複製、自託管、自定義的區塊鏈資料分析流程的開發者與資料人員。聽眾將學會 n8n 的自動化實作技巧、區塊鏈 RPC 使用、AI 模型 prompt 設計與應用整合。,Mandarin,93PTX3,2025-08-09T10:40:00+08:00,2025-08-09T11:10:00+08:00,82,426,"language_zhtw, difficulty_elementary"
ZYXCUT,https://coscup.org/2025/sessions/ZYXCUT,用 Side Project 解決一個你在乎的問題：實作 x 思考 x 行動,你是否有很多想法，但總是不知道該從哪裡開始做 Side Project？ 這場 Workshop 將帶你從「探索問題 → 發想點子 → 實作原型 → 分享展示」一步步實作出屬於你的 Side Project 初版。工作坊中，我將分享我在島島阿學等專案中的實戰經驗，包括如何找到真正的問題、選擇合適技術、快速開發 MVP、以及如何在有限時間內做出能展示的成果。 無論你是技術新手、設計師、教育工作者、或對開源有興趣的行動者，都能在這場工作坊中用行動探索「你想解決什麼問題」，並帶回一個可公開展示的小作品。,Mandarin,J39RLR,2025-08-10T13:45:00+08:00,2025-08-10T16:00:00+08:00,80,435,"language_zhtw, difficulty_elementary"
3WYJFG,https://coscup.org/2025/sessions/3WYJFG,【BoF】Product folks BoF at COSCUP ver.3 開源圈子裡的產品人,只要有心人人都是產品人，title 並不重要？總之，也許可以來聊聊，彼此認識認識。 歡迎有心來到 COSCUP 但整個上午還很勉強地有聽沒懂的人來緩解一下「我在那裡我是誰」的情緒，當然也歡迎老手分享在如何運用開源招數化解產品發展難題。 在一輪自我介紹後我們會用 Lean Coffee 的方式討論議題，所以帶著問題來討論是最好了 :) 如果人數在 3 人以下就純吃飯閒聊（餐點自備）；有興趣的先登記一下 Telegram 方便聯系吧 t.me/cosupproductfolks ※歡迎會眾在 COSCUP 舉辦期間參加 BoF 同好會！請至 [此文件](https://docs.google.com/document/d/1iKpXqZxBr7tbBynhyIz4JMkXGi9XpldIU5BTjOVlSLM/edit?usp=sharing) 找到您感興趣的活動，留下您的大名，準時出席！ - Welcome to participate in the BoF sessions during COSCUP. Please check out [this document](https://docs.google.com/document/d/1iKpXqZxBr7tbBynhyIz4JMkXGi9XpldIU5BTjOVlSLM/edit?usp=sharing) to find the activities that interest you. Feel free to leave your name and join us on time!,Mandarin,,2025-08-09T12:00:00+08:00,2025-08-09T13:00:00+08:00,81,462,"language_zhtw, difficulty_elementary"
7HYPUV,https://coscup.org/2025/sessions/7HYPUV,Workshop - 從 0 到 1 用開源軟體 WordPress 建立自己的網站,第一堂：網域 DNS 主機概念介紹 30 mins 第二堂：WordPress 部落格網站架設實戰 (前後台介紹) 60 mins 第四堂：結合 AI 工具自動產生部落格文章 30 mins,Mandarin,"MYDS89, GX3MT7, SVWKQR, K8JT3K, 7NMFHT, CEQHUW",2025-08-09T14:00:00+08:00,2025-08-09T16:00:00+08:00,84,431,"language_zhtw, difficulty_elementary"
7TCYBF,https://coscup.org/2025/sessions/7TCYBF,BoF DAY2 Slot3,預約你的 BoF 時間（每場次一小時），讓這個周末成為你與朋友們的技術樂園。記得至此下方連結閱讀注意事項並登記。 https://blog.coscup.org/2025/07/bof2025.html,Mandarin,,2025-08-10T12:00:00+08:00,2025-08-10T13:00:00+08:00,81,462,"language_zhtw, difficulty_elementary"
9XPJBU,https://coscup.org/2025/sessions/9XPJBU,Hacking Corner 1 DAY2,Hacking Corner 是一個能容納 10 人左右的交誼廳，供會眾自由交流！這是一個可以從快速打牌遊戲到進行長達數小時的開源馬拉松的多功能空間。無論是15分鐘的急速腦力激盪還是一場兩小時的代碼冒險，這裡都是實現你的創意與夢想的場所。 記得至此下方連結閱讀注意事項並登記。 https://blog.coscup.org/2025/07/bof2025.html,Mandarin,9NRTBF,2025-08-10T10:00:00+08:00,2025-08-10T16:00:00+08:00,96,462,"language_zhtw, difficulty_elementary"
ARZUAZ,https://coscup.org/2025/sessions/ARZUAZ,Hacking Corner 2 DAY2,Hacking Corner 是一個能容納 10 人左右的交誼廳，供會眾自由交流！這是一個可以從快速打牌遊戲到進行長達數小時的開源馬拉松的多功能空間。無論是15分鐘的急速腦力激盪還是一場兩小時的代碼冒險，這裡都是實現你的創意與夢想的場所。 記得至此下方連結閱讀注意事項並登記。 https://blog.coscup.org/2025/07/bof2025.html,Mandarin,9NRTBF,2025-08-10T10:00:00+08:00,2025-08-10T16:00:00+08:00,97,462,"language_zhtw, difficulty_elementary"
CNCS9M,https://coscup.org/2025/sessions/CNCS9M,BoF DAY2 Slot4,預約你的 BoF 時間（每場次一小時），讓這個周末成為你與朋友們的技術樂園。記得至此下方連結閱讀注意事項並登記。 https://blog.coscup.org/2025/07/bof2025.html,Mandarin,,2025-08-10T13:00:00+08:00,2025-08-10T14:00:00+08:00,81,462,"language_zhtw, difficulty_elementary"
CRFBFV,https://coscup.org/2025/sessions/CRFBFV,BoF DAY1 Slot1,預約你的 BoF 時間（每場次一小時），讓這個周末成為你與朋友們的技術樂園。記得至此下方連結閱讀注意事項並登記。 https://blog.coscup.org/2025/07/bof2025.html,Mandarin,,2025-08-09T10:00:00+08:00,2025-08-09T11:00:00+08:00,81,462,"language_zhtw, difficulty_elementary"
DQXTXQ,https://coscup.org/2025/sessions/DQXTXQ,Workshop - Ruby 醬 ～ 駭！分分鐘帶你用 Metasploit 打下網站,### 預定內容大綱 / 講綱 將帶領參與人員從零學習開源滲透框架 Metasploit Framework，並一步步完成完整的網站滲透測試！本場議程設計為實作導向，無論你是剛踏入資安領域的新手，還是對攻防實戰有興趣的開發者，都能在活動中有所收穫。我們將從最基本的環境架設與操作介面出發，實際示範如何進行目標網站的資訊蒐集、漏洞掃描、模組選擇，最後利用 Metasploit 執行漏洞利用、提權等攻擊流程。 報名連結：https://docs.google.com/forms/d/e/1FAIpQLScuZNs49IudWNY0WY1dFbuu6BAX9rMpjOS0CCpz7ENxmb1QQg/viewform?usp=preview,Mandarin,Q3ZX9W,2025-08-09T13:10:00+08:00,2025-08-09T14:30:00+08:00,83,441,"language_zhtw, difficulty_intermediate"
EKUYPY,https://coscup.org/2025/sessions/EKUYPY,BoF DAY1 Slot2,預約你的 BoF 時間（每場次一小時），讓這個周末成為你與朋友們的技術樂園。記得至此下方連結閱讀注意事項並登記。 https://blog.coscup.org/2025/07/bof2025.html,Mandarin,9NRTBF,2025-08-09T11:00:00+08:00,2025-08-09T12:00:00+08:00,81,462,"language_zhtw, difficulty_elementary"
EQXQVM,https://coscup.org/2025/sessions/EQXQVM,【BoF】 Building Global Communities — Beyond Cultural and Ideological Divides,"It has been three years since COSCUP and OSPN began their exchanged track. Although early efforts faced challenges, the third year marks a turning point where both sides now collaborate more effectively. Meanwhile, the internet has made IT more global, and open source has further accelerated that trend by expanding community scale and diversity. Masafumi Ohta, a contributor to global projects like OpenSolaris, has used this experience to engage in international open source communities, including Raspberry Pi and OpenStack. In this session, Masafumi shares how global collaboration has shaped his open source journey and invites discussion on what individuals and communities can do to grow their projects through global engagement. (Japanese) COSCUPとOSPNによるトラック交換が始まってから3年が経ちました。当初は準備不足などの課題もありましたが、3年目に入り、ようやくお互いの連携が本格的に機能し始めました。 インターネットの発展によりITテクノロジーは国境を越えて広がり、オープンソースの普及によってそのグローバル化はさらに加速しています。OSSコミュニティは世界中でつながり、今や多くの人々が国や文化を超えて協働しています。 私は、OpenSolarisプロジェクトにおいてグローバルな開発経験を持ち、その後もRaspberry PiやOpenStackなどで国際的なオープンソースコミュニティとの連携を深めて相互のオープンソースの規模の拡大に貢献してきました。 本セッションでは、OSSプロジェクトをより良くするために「グローバル化」の視点がなぜ重要なのかを探り、実際にグローバル規模での連携を行う上で直面する課題や工夫について具体例を交えながら共有します。また、個人や地域コミュニティがどのようにして国際的なネットワークとつながり、より大きなオープンソースエコシステムに参加していけるのかを、皆さんと共に議論したいと思います。是非議論にご参加ください。",Multilingual: 日本語/English,VRBHKF,2025-08-10T13:40:00+08:00,2025-08-10T14:30:00+08:00,94,408,difficulty_elementary
EWAE9K,https://coscup.org/2025/sessions/EWAE9K,OONI 網路審核干預資料分析,在數位監控與網路審查逐漸蔓延的環境中，新聞記者、公民團體與人權倡議者正面臨前所未有的資訊風險：通訊可能被攔截、身分可能被追蹤，受訪者的安全也面臨威脅。在這樣的時代，我們需要不只依賴平台，而是重新掌握通訊的主控權。 本工作坊將由在地開源社群「匿名網路社群 anoni.net」提供技術支援與實務引導，介紹 Tor、Tails、OONI 等開源匿名網路工具，協助參與者建立第二安全裝置、匿名連線與進行網路審查偵測，提升行動與倡議的數位韌性。讓我們一起實踐資訊自由的基礎建設，用技術守護真相與抵抗壓迫。 活動詳細介紹可以參考以下頁面： - https://anoni.net/event-workshop-2025.html - https://pad.anoni.net/p/ws-note-d1-1230 - https://ooni-research.ocf.tw/docs/event-workshop-2025/ 或透過 Matrix 線上討論： https://matrix.to/#/#workshop-202508:im.anoni.net 工作坊報名： https://form.anoni.net/s/cmc5t86n8000hlj0199ocqw2m **OONI 網路審核干預資料分析** 您將瞭解： - 什麼是 OONI 計畫？ - 什麼是 OONI Probe 與如何運作？ - OONI Probe 行動裝置版安裝與使用說明、臺灣觀測名單未更新問題 - 如何使用 OONI Explorer 介面解讀觀測資料 - 區間資料、國家類別比較、觀測資料結果的判定 - 使用 OONI Run v2 建立觀測網站名單列表 - 建立自己的網路觀測名單、如何在 OONI Explorer 中查閱自行觀測結果 - 其他與 OONI 類似的觀測資料計畫 - Cloudflare Radar、IODA、Sinar Project 提醒：活動進行時需要使用到筆記型電腦或行動裝置，報名此工作坊時請記得攜帶設備，現場有臨時搭建的網路可供教學時使用。,Mandarin,"QWBSWP, WZGMJG",2025-08-09T12:30:00+08:00,2025-08-09T13:30:00+08:00,90,432,"language_zhtw, difficulty_elementary"
FULQVX,https://coscup.org/2025/sessions/FULQVX,Hacking Corner 2 DAY1,Hacking Corner 是一個能容納 10 人左右的交誼廳，供會眾自由交流！這是一個可以從快速打牌遊戲到進行長達數小時的開源馬拉松的多功能空間。無論是15分鐘的急速腦力激盪還是一場兩小時的代碼冒險，這裡都是實現你的創意與夢想的場所。 記得至此下方連結閱讀注意事項並登記。 https://blog.coscup.org/2025/07/bof2025.html,Mandarin,9NRTBF,2025-08-09T10:00:00+08:00,2025-08-09T16:00:00+08:00,97,462,"language_zhtw, difficulty_elementary"
H9CUFJ,https://coscup.org/2025/sessions/H9CUFJ,BoF DAY2 Slot5,預約你的 BoF 時間（每場次一小時），讓這個周末成為你與朋友們的技術樂園。記得至此下方連結閱讀注意事項並登記。 https://blog.coscup.org/2025/07/bof2025.html,Mandarin,,2025-08-10T14:00:00+08:00,2025-08-10T15:00:00+08:00,81,462,"language_zhtw, difficulty_elementary"
HBPP8D,https://coscup.org/2025/sessions/HBPP8D,推動一個去中心、開源協作的匿名網路推廣計畫,除了工作坊活動外，我們也想把握這次機會，一起來探討新聞媒體、獨立記者、公民團體與開源科技社群共同參與的可能，當然也想要邀請大家一起討論對於「匿名網路社群」的想像，我們可以透過怎樣的協助，不論在技術或是資源上的協調，希望透過這次的**圓桌討論會議**找到更多的可能！ **「推動一個去中心、開源協作的匿名網路推廣計畫」** - 若以公民科技社群、開源社群協作模式進行推廣，我們可以怎麼分工？ - 是否能建立一個「開源維運小組」（工作小組模式）維護 Tor/OONI 伺服器、定期測試 ISP 封鎖狀況？ - 有哪些非技術角色（設計、翻譯、講師、寫手）可以參與？ 活動詳細介紹可以參考以下頁面： - https://anoni.net/event-workshop-2025.html - https://pad.anoni.net/p/ws-note-d1-1530 - https://ooni-research.ocf.tw/docs/event-workshop-2025/ 或透過 Matrix 線上討論： https://matrix.to/#/#workshop-202508:im.anoni.net,Mandarin,QWBSWP,2025-08-09T15:30:00+08:00,2025-08-09T16:30:00+08:00,90,432,"language_zhtw, difficulty_elementary"
J3NAGQ,https://coscup.org/2025/sessions/J3NAGQ,20 週年論壇：總召視角下的開源精神,在開源社群中，人、挑戰與理念總是不斷變化，也持續推動社群向前發展。歷屆 COSCUP 總召作為活動的策劃者與社群的橋樑，不僅親身經歷這些變化，更深刻理解其中的脈絡與意義。 本場論壇邀請多位歷屆總召，一同回顧他們在開源路上的起點、扮演過的角色、面對過的挑戰，並分享他們對社群發展的觀察與未來的想像。,Mandarin,"BZ3BC9, SQDJRW, XQAW73, R8LHEE, MD3YNH, 8TWFFZ",2025-08-10T15:10:00+08:00,2025-08-10T16:00:00+08:00,73,461,"language_zhtw, difficulty_elementary"
JB9XXD,https://coscup.org/2025/sessions/JB9XXD,從使用者到貢獻者：台灣如何建立 Tor/OONI 的社群節點與回饋模式,除了工作坊活動外，我們也想把握這次機會，一起來探討新聞媒體、獨立記者、公民團體與開源科技社群共同參與的可能，當然也想要邀請大家一起討論對於「匿名網路社群」的想像，我們可以透過怎樣的協助，不論在技術或是資源上的協調，希望透過這次的**圓桌討論會議**找到更多的可能！ **「從使用者到貢獻者：台灣如何建立 Tor/OONI 的社群節點與回饋模式」** - 臺灣有沒有 Tor relay、OONI probe 等基礎節點？運作情況如何？ - 有哪些實際技術與行政、法律挑戰？（如主機費用、被封鎖、法律疑慮） - 能不能以社群的方式協助運作與培訓新手？ 活動詳細介紹可以參考以下頁面： - https://anoni.net/event-workshop-2025.html - https://pad.anoni.net/p/ws-note-d2-1100 - https://ooni-research.ocf.tw/docs/event-workshop-2025/ 或透過 Matrix 線上討論： https://matrix.to/#/#workshop-202508:im.anoni.net,Mandarin,QWBSWP,2025-08-10T11:00:00+08:00,2025-08-10T12:00:00+08:00,90,432,"language_zhtw, difficulty_elementary"
JGZQC3,https://coscup.org/2025/sessions/JGZQC3,【BoF】Getting Started with COSCUP: A First-Timer’s Orientation,"COSCUP is a large and vibrant event, and it can feel overwhelming for first-time participants. This one-hour orientation, hosted by long-time COSCUP participants, will give you a quick overview of what to expect, how to make the most of your time, and a chance to meet fellow attendees. Let’s kickstart your COSCUP journey together! Sounds interesting? Please leave your name [here](https://docs.google.com/document/d/1iKpXqZxBr7tbBynhyIz4JMkXGi9XpldIU5BTjOVlSLM/edit?tab=t.0#heading=h.lt9h2kpypzvq) COSCUP 是一個大型且充滿活力的活動，對於第一次參加的人來說可能會有些壓力。這場由資深 COSCUP 參與者主辦的一小時新手導覽，將帶你快速了解活動重點、如何充分利用你的時間，並且有機會認識其他與會者。讓我們一起啟動你的 COSCUP 之旅吧！（本聚會以英語友善進行） 有興趣嗎？可以先在這裡 +1。[here](https://docs.google.com/document/d/1iKpXqZxBr7tbBynhyIz4JMkXGi9XpldIU5BTjOVlSLM/edit?tab=t.0#heading=h.lt9h2kpypzvq)",English,,2025-08-09T10:00:00+08:00,2025-08-09T11:00:00+08:00,92,462,"language_en, difficulty_elementary"
K88MHU,https://coscup.org/2025/sessions/K88MHU,BoF DAY2 Slot1,預約你的 BoF 時間（每場次一小時），讓這個周末成為你與朋友們的技術樂園。記得至此下方連結閱讀注意事項並登記。 https://blog.coscup.org/2025/07/bof2025.html,Mandarin,9NRTBF,2025-08-10T10:00:00+08:00,2025-08-10T11:00:00+08:00,81,462,"language_zhtw, difficulty_elementary"
